"Customer_Name","Product_Name","Profit","Returned"
"Zuschuss Carroll","Dax Clear Box Frame","2.9682","null"
"Zuschuss Carroll","SANFORD Liquid Accent Tank-Style Highlighters","1.7608","null"
"Greg Matthias","Eldon Image Series Desk Accessories, Ebony","5.434","Yes"
"Greg Matthias","Sanford 52201 APSCO Electric Pencil Sharpener","10.6522","Yes"
"Greg Matthias","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","10.7912","Yes"
"Nora Preis","Hon Non-Folding Utility Tables","95.586","null"
"Nora Preis","Bretford Rectangular Conference Table Tops","135.4068","null"
"Nora Preis","Bestar Classic Bookcase","11.9988","null"
"Phillip Flathmann","Pencil and Crayon Sharpener","1.7739","null"
"Julie Creighton","Letter Size Cart","41.4294","null"
"Julie Creighton","Global Value Mid-Back Manager's Chair, Gray","18.267","null"
"Brooke Gillingham","Aluminum Document Frame","3.666","null"
"Chuck Clark","ACCOHIDE 3-Ring Binder, Blue, 1""","4.4604","null"
"Chuck Clark","Xerox 1996","15.552","null"
"Philip Fox","Fiskars Softgrip Scissors","9.2232","null"
"Philip Fox","Xerox 1973","52.532","null"
"Philip Fox","Avery 511","1.4784","null"
"Justin Hirsh","Kensington 4 Outlet MasterPiece Compact Power Control Center","84.5728","null"
"Erica Bern","Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl","4.5188","Yes"
"Erica Bern","GBC Binding covers","6.475","Yes"
"Alex Avila","Tenex Personal Project File with Scoop Front Design, Black","7.0096","null"
"Roy Collins","Xerox 1898","22.4448","null"
"Roy Collins","GBC Plastic Binding Combs","6.4206","null"
"Roy Collins","Belkin 6 Outlet Metallic Surge Strip","5.6628","null"
"Roy Collins","Fellowes Bankers Box Recycled Super Stor/Drawer","9.7164","null"
"Roy Collins","Hon Valutask Swivel Chairs","-8.0784","null"
"Henry Goldwyn","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","18.6624","Yes"
"Henry Goldwyn","Seth Thomas 12"" Clock w/ Goldtone Case","62.5056","Yes"
"Henry Goldwyn","Premier Electric Letter Opener","28.965","Yes"
"Frank Gastineau","Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","26.376","null"
"Lisa DeCherney","Eldon Image Series Desk Accessories, Ebony","16.302","null"
"Harold Pawlan","Wilson Jones Legal Size Ring Binders","52.776","null"
"Jamie Frazer","Westinghouse Clip-On Gooseneck Lamps","6.5286","null"
"Lindsay Williams","Motorola L804","20.6955","null"
"Lindsay Williams","Things To Do Today Pad","8.4528","null"
"Lindsay Williams","Bretford Rectangular Conference Table Tops","11.2839","null"
"Kean Takahito","Leather Task Chair, Black","0","null"
"Ann Blume","Cardinal EasyOpen D-Ring Binders","-25.592","null"
"Ann Blume","DYMO CardScan Personal V9 Business Card Scanner","-63.996","null"
"Ann Blume","Case Logic 2.4GHz Wireless Keyboard","-35.9928","null"
"Ann Blume","Adtran 1202752G1","15.1188","null"
"Ann Blume","Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs","-146.1096","null"
"Sam Zeldin","Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","62.737","null"
"Jim Radford","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","-786.744","null"
"Jim Radford","Dixon My First Ticonderoga Pencil, #2","1.5795","null"
"Kunst Miller","Avery 490","14.8","null"
"Kunst Miller","Pressboard Data Binder, Crimson, 12"" X 8 1/2""","5.5536","null"
"Christina Anderson","Lesro Round Back Collection Coffee Table, End Table","118.6575","null"
"Valerie Dominguez","Hoover WindTunnel Plus Canister Vacuum","305.13","Yes"
"Valerie Dominguez","Xerox 1934","219.4416","Yes"
"Valerie Dominguez","Newell 329","4.264","Yes"
"Valerie Dominguez","Panasonic KX T7731-B Digital phone","34.9965","Yes"
"Valerie Dominguez","Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black","7.945","Yes"
"Valerie Dominguez","Ibico Standard Transparent Covers","4.7792","Yes"
"Adrian Barton","Bevis Boat-Shaped Conference Table","-204.4458","null"
"Beth Thompson","Logitech G13 Programmable Gameboard with LCD Display","26.3967","Yes"
"Beth Thompson","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","12.8316","Yes"
"Rick Wilson","Petty Cash Envelope","31.2736","null"
"Rick Wilson","GBC VeloBinder Electric Binding Machine","-48.392","null"
"Rick Wilson","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","14.4096","null"
"Rick Wilson","Lock-Up Easel 'Spel-Binder'","-59.0571","null"
"Rick Wilson","2300 Heavy-Duty Transfer File Systems by Perma","-1.4988","null"
"Rick Wilson","Samsung Rugby III","23.0965","null"
"Rick Wilson","SAFCO Boltless Steel Shelving","-86.3664","null"
"Damala Kotsonis","Prestige Round Ring Binders","3.2832","null"
"Damala Kotsonis","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","7.08","null"
"Damala Kotsonis","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""","9.3125","null"
"Damala Kotsonis","Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White","196.6132","null"
"Frank Preis","Strathmore Photo Mount Cards","15.594","null"
"Michael Moore","Deluxe Heavy-Duty Vinyl Round Ring Binder","11.46","null"
"Shaun Chance","Trav-L-File Heavy-Duty Shuttle II, Black","17.428","null"
"Jennifer Braxton","OtterBox Defender Series Case - iPhone 5c","11.094","null"
"Thais Sissman","Wilson Jones DublLock D-Ring Binders","-1.35","null"
"Logan Currie","Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges","19.3984","Yes"
"Maria Bertelson","Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","-3.0344","null"
"Maria Bertelson","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card","-10.7973","null"
"Katherine Nockton","Avery 482","4.0749","null"
"Katherine Ducich","Square Credit Card Reader","2.3976","null"
"Mike Kennedy","Xerox 192","12.4416","Yes"
"Mike Kennedy","HP Office Recycled Paper (20Lb. and 87 Bright)","19.8254","Yes"
"Mike Kennedy","X-Rack File for Hanging Folders","8.8062","Yes"
"Christine Phan","WD My Passport Ultra 500GB Portable External Hard Drive","30.09","null"
"Corinna Mitchell","Cisco IP Phone 7961G-GE VoIP phone","106.1242","null"
"Corinna Mitchell","Logitech Trackman Marble Mouse","37.7874","null"
"Corinna Mitchell","Coloredge Poster Frame","16.614","null"
"Jane Waco","Magna Visual Magnetic Picture Hangers","3.6632","null"
"Neil Knudson","Avery Durable Plastic 1"" Binders","6.583","null"
"Alyssa Tate","iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4","3.352","null"
"Alyssa Tate","DAX Value U-Channel Document Frames, Easel Back","3.0814","null"
"Pauline Chand","Prang Dustless Chalk Sticks","3.36","null"
"Pauline Chand","Hon 2111 Invitation Series Corner Table","-175.8708","null"
"Jessica Myrick","Eldon Image Series Desk Accessories, Burgundy","3.0096","null"
"Nicole Hansen","Boston Heavy-Duty Trimline Electric Pencil Sharpeners","111.824","null"
"Nicole Hansen","4009 Highlighters by Sanford","11.8206","null"
"Michael Chen","Bretford Just In Time Height-Adjustable Multi-Task Work Tables","116.872","null"
"Tom Boeckenhauer","Ibico Laser Imprintable Binding System Covers","27.248","null"
"Tom Boeckenhauer","Avery Durable Poly Binders","4.3134","null"
"Victoria Wilson","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","7.7343","null"
"Gary Hwang","Howard Miller 13"" Diameter Pewter Finish Round Wall Clock","48.9516","null"
"Gary Hwang","Xerox 1970","6.723","null"
"Gary Hwang","Xerox 1960","61.96","null"
"Gary Hwang","Belkin 19"" Vented Equipment Shelf, Black","-58.6872","null"
"Gary Hwang","BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain","9.7092","null"
"Jeremy Farry","Neat Ideas Personal Hanging Folder Files, Black","0.8058","null"
"Jeremy Farry","OIC Bulk Pack Metal Binder Clips","2.7222","null"
"Mike Pelletier","Bush Andora Bookcase, Maple/Graphite Gray Finish","16.7986","null"
"Deborah Brumfield","GBC Recycled Grain Textured Covers","29.0136","null"
"Deborah Brumfield","Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book","16.0928","null"
"Ivan Gibson","Xerox 1934","54.8604","Yes"
"Victoria Wilson","Newell 310","1.5312","null"
"Jeremy Ellison","KI Adjustable-Height Table","44.7096","null"
"Edward Becker","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue","12.8151","null"
"Paul Knutson","Avery 518","9.072","null"
"Christopher Schild","Newell 333","0.7228","null"
"Jesus Ocampo","Wireless Extenders zBoost YX545 SOHO Signal Booster","39.6879","null"
"Dianna Vittorini","White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11","60.2553","null"
"Sanjit Chand","Novimex Swivel Fabric Task Chair","-67.941","null"
"Sanjit Chand","Pastel Pink Envelopes","10.4832","null"
"Sanjit Chand","Belkin F8E887 USB Wired Ergonomic Keyboard","6.2979","null"
"Sanjit Chand","Safco Contoured Stacking Chairs","23.84","null"
"Rick Duston","Pyle PRT45 Retro Home Telephone","22.6764","null"
"Jeremy Farry","Spiral Phone Message Books with Labels by Adams","6.5856","null"
"Jas O'Carroll","PowerGen Dual USB Car Charger","12.987","null"
"Jas O'Carroll","Newell 307","1.5288","null"
"Jas O'Carroll","Panasonic KP-4ABK Battery-Operated Pencil Sharpener","21.228","null"
"Jas O'Carroll","Angle-D Binders with Locking Rings, Label Holders","1.971","null"
"Jas O'Carroll","Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages","10.224","null"
"Jas O'Carroll","Avery Binder Labels","3.2676","null"
"Marina Lichtenstein","Sauder Inglewood Library Bookcases","27.3568","Yes"
"Marina Lichtenstein","VTech DS6151","20.1584","Yes"
"Marina Lichtenstein","netTALK DUO VoIP Telephone Service","31.494","Yes"
"Yana Sorensen","Letter Size Cart","290.0058","null"
"Jenna Caffey","GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box","99.23","null"
"Jenna Caffey","Dot Matrix Printer Tape Reel Labels, White, 5000/Box","385.3752","null"
"Jenna Caffey","GBC White Gloss Covers, Plain Front","7.8192","null"
"Jenna Caffey","Micro Innovations USB RF Wireless Keyboard with Mouse","10.5","null"
"James Galang","ShoreTel ShorePhone IP 230 VoIP phone","84.495","null"
"James Galang","Plantronics Savi W720 Multi-Device Wireless Headset System","556.974","null"
"Natalie Webber","Xerox 2","5.4432","null"
"Natalie Webber","Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers","-167.27","null"
"Natalie Webber","Jawbone MINI JAMBOX Wireless Bluetooth Speaker","-87.6672","null"
"Fred Hopkins","Deluxe Rollaway Locking File with Drawer","349.3392","null"
"Fred Hopkins","Canon PC940 Copier","1480.4671","null"
"Fred Hopkins","Multicolor Computer Printout Paper","100.656","null"
"Hilary Holden","Xerox 1940","53.8608","Yes"
"Hilary Holden","Xerox 1986","6.4128","Yes"
"Christina DeMoss","Eldon Portable Mobile Manager","45.8136","null"
"Christina DeMoss","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","54.3332","null"
"Christina DeMoss","Binder Clips by OIC","1.4208","null"
"Christina DeMoss","Wilson Jones 1"" Hanging DublLock Ring Binders","2.9568","null"
"Christina DeMoss","Fellowes Bankers Box Stor/Drawer Steel Plus","9.594","null"
"Thea Hendricks","RCA Visys Integrated PBX 8-Line Router","10.0485","null"
"Michelle Moray","GBC Velobind Prepunched Cover Sets, Regency Series","27.735","null"
"Michelle Moray","Cardinal Slant-D Ring Binders","5.214","null"
"Robert Barroso","Logitech ClearChat Comfort/USB Headset H390","19.3314","null"
"Eric Barreto","Home/Office Personal File Carts","26.07","null"
"Eric Barreto","Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright)","8.7906","null"
"Pamela Stobb","Xerox 1887","9.1056","null"
"Claudia Bergmann","C-Line Magnetic Cubicle Keepers, Clear Polypropylene","6.2244","null"
"Arthur Gainer","Belkin F9G930V10-GRY 9 Outlet Surge","31.0184","null"
"Arthur Gainer","Avery 497","10.3488","null"
"Steven Cartwright","KI Adjustable-Height Table","113.4936","Yes"
"Cynthia Delaney","Staples","5.8045","null"
"Patrick Gardner","GBC Standard Recycled Report Covers, Clear Plastic Sheets","-7.1148","null"
"Jamie Kunitz","Avery 500","20.6142","Yes"
"Jamie Kunitz","Geemarc AmpliPOWER60","16.704","Yes"
"Jamie Kunitz","""While you Were Out"" Message Book, One Form per Page","3.71","Yes"
"Jamie Kunitz","Global Leather Task Chair, Black","-0.8999","Yes"
"Jamie Kunitz","4009 Highlighters by Sanford","6.567","Yes"
"Jamie Kunitz","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","510.636","Yes"
"Debra Catini","O'Sullivan Manor Hill 2-Door Library in Brianna Oak","-14.4784","null"
"David Bremer","Sterilite Officeware Hinged File Box","8.4888","null"
"David Bremer","Kingston Digital DataTraveler 16GB USB 2.0","3.401","null"
"David Bremer","TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem","46.602","null"
"Emily Ducich","Avery 494","9.6048","null"
"Joni Wasserman","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","3.6894","null"
"Victoria Wilson","Fellowes Mobile File Cart, Black","151.0974","null"
"Victoria Wilson","Xerox 1940","53.8608","null"
"Victoria Wilson","Xerox 1962","3.852","null"
"Arthur Gainer","Sauder Camden County Barrister Bookcase, Planked Cherry Finish","-4.8392","Yes"
"Arthur Gainer","DXL Angle-View Binders with Locking Rings, Black","9.7038","Yes"
"Arthur Gainer","Sauder Camden County Collection Libraries, Planked Cherry Finish","-20.6964","Yes"
"Darren Powers","Xerox 1919","180.7659","null"
"Darren Powers","Prang Colored Pencils","6.615","null"
"Raymond Messe","Howard Miller 11-1/2"" Diameter Grantwood Wall Clock","73.321","null"
"Adrian Shami","Eldon Image Series Desk Accessories, Burgundy","1.5048","null"
"Grace Kelly","Samsung Galaxy Note 2","257.5944","null"
"Grace Kelly","Xerox 225","21.7728","null"
"Grace Kelly","SanDisk Cruzer 64 GB USB Flash Drive","76.272","null"
"Stefania Perrino","KI Conference Tables","-8.5068","null"
"Lauren Leatherbury","Avery 501","3.4686","null"
"Lauren Leatherbury","Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set","3.0558","null"
"Matt Collins","Avery 513","4.5816","null"
"Sue Ann Reed","Avery 3 1/2"" Diskette Storage Pages, 10/Pack","-25.056","null"
"Sue Ann Reed","3M Hangers With Command Adhesive","3.108","null"
"Sue Ann Reed","Seth Thomas 14"" Day/Date Wall Clock","4.8416","null"
"Giulietta Weimer","Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","11.7741","null"
"Frank Hawley","DMI Arturo Collection Mission-style Design Wood Chair","27.1764","null"
"Frank Hawley","Avery Non-Stick Binders","2.245","null"
"Filia McAdams","Staples","4.7916","null"
"Noah Childs","Hon 5100 Series Wood Tables","-465.568","null"
"Noah Childs","Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock","4.368","null"
"Adam Hart","Howard Miller 12"" Round Wall Clock","70.722","null"
"Charles Crestani","Xerox 1931","3.1104","null"
"Michelle Ellison","Newell 334","25.792","null"
"Michelle Ellison","Global Troy Executive Leather Low-Back Tilter","50.098","null"
"Michelle Ellison","Hon 30"" x 60"" Table with Locking Drawer","27.2848","null"
"Benjamin Patterson","Safco Drafting Table","20.5842","Yes"
"James Galang","Global High-Back Leather Tilter, Burgundy","-44.2764","null"
"James Galang","Adtran 1202752G1","22.6782","null"
"Paul Gonzalez","Ultra Door Pull Handle","10.4148","null"
"Dean Katz","Xerox 1972","4.752","null"
"Dean Katz","Avery Hi-Liter Fluorescent Desk Style Markers","1.2506","null"
"Carol Darley","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","7.745","null"
"Jas O'Carroll","Ibico Hi-Tech Manual Binding System","152.495","null"
"Damala Kotsonis","Xerox 218","1.8144","null"
"Damala Kotsonis","Global Comet Stacking Armless Chair","47.848","null"
"Damala Kotsonis","Memorex Froggy Flash Drive 8 GB","6.745","null"
"Rick Wilson","Hand-Finished Solid Wood Document Frame","41.076","null"
"Stewart Carmichael","Imation 16GB Mini TravelDrive USB 2.0 Flash Drive","40.7499","null"
"Naresj Patel","Xerox 1960","41.823","null"
"Lindsay Williams","Logitech Wireless Headset h800","69.993","null"
"Greg Matthias","Avaya 4621SW VoIP phone","19.9665","null"
"Rick Hansen","Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","31.0688","null"
"Valerie Mitchum","Xerox 214","3.1104","null"
"Valerie Mitchum","Safco Commercial Shelving","1.8604","null"
"Valerie Mitchum","Mitel MiVoice 5330e IP Phone","49.4982","null"
"Craig Carreira","Motorola Moto X","23.7993","null"
"Lindsay Williams","Tops White Computer Printout Paper","114.9385","null"
"Lindsay Williams","Enermax Briskie RF Wireless Keyboard and Mouse Combo","59.8176","null"
"Nora Pelletier","Ultra Door Push Plate","4.8609","null"
"Joe Elijah","GBC Twin Loop Wire Binding Elements","-13.312","null"
"Joe Elijah","Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","-1.2558","null"
"Joe Elijah","Wilson Jones Active Use Binders","-6.1152","null"
"Joe Elijah","SAFCO Arco Folding Chair","74.574","null"
"Allen Armold","Newell 321","0.5904","null"
"Kean Takahito","Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs","105.0228","null"
"Kean Takahito","Fellowes Personal Hanging Folder Files, Navy","4.2976","null"
"Laurel Workman","Belkin F9G930V10-GRY 9 Outlet Surge","93.0552","Yes"
"Laurel Workman","Staples","10.5072","Yes"
"Laurel Workman","Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","12.3096","Yes"
"Max Ludwig","Alphabetical Labels for Top Tab Filing","26.64","null"
"Max Ludwig","Eldon Spacemaker Box, Quick-Snap Lid, Clear","0.7348","null"
"Max Ludwig","Plymouth Boxed Rubber Bands by Plymouth","-2.1195","null"
"Luke Weiss","SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card","21.9945","null"
"Luke Weiss","Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color","14.2324","null"
"Berenike Kampe","GBC Imprintable Covers","6.3684","null"
"Berenike Kampe","Self-Adhesive Address Labels for Typewriters by Universal","6.8714","null"
"Berenike Kampe","Acme Elite Stainless Steel Scissors","8.6736","null"
"Berenike Kampe","Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page","19.6686","null"
